Comments,Company,Date,GeneralScore,LMScore
"b'RT @AndrewE_Dunn: Standing to lose from CREATES:\n$ACOR\n$BMRN\n$NVS\n$CELG\n$VVUS\n$JNJ\n$GILD\n\nThe bill is ""ripe for passage"" in the next four m...'",$JNJ,11/28/2018,0.1,-0.0625
b'@FonzeeTweets Market shoots up and ones strong earlier like $WMT $JNJ is not moving.',$JNJ,11/28/2018,0,0.1
"b'Standing to lose from CREATES:\n$ACOR\n$BMRN\n$NVS\n$CELG\n$VVUS\n$JNJ\n$GILD\n\nThe bill is ""ripe for passage"" in the next... https://t.co/Fw3lrM7Phn'",$JNJ,11/28/2018,0,-0.066666667
b'Stuvat om portfolj och salt bort manadsutdelarna. Eventuellt ta position i Realty eller Main Street framgent.\nStor... https://t.co/JnHSLU6btw',$JNJ,11/28/2018,0.142857143,0.066666667
b'History will prove: \n$GM Mary Barra\n$JNJ Alex Gorksy\n$TSLA Elon Musk \nare #SerialKillerCEO (s)\n@TheJusticeDept must... https://t.co/c4W13XE3Yq',$JNJ,11/28/2018,0.066666667,-0.066666667
"b'DOJ unlike SEC, does not care about the success of a publicly traded company. This is why $GM &amp; $JNJ will pay their... https://t.co/Wql489hE42'",$JNJ,11/28/2018,0.384615385,0
b'To settle DOJ regulatory &amp; compliance issues linked to consumer harm or death: \n$GM v @ 51 billion paid $2 billion... https://t.co/ScSLSUjAtP',$JNJ,11/28/2018,0,-0.071428571
"b'#Option #Calls Scanner with high probability of closing profitable $JNJ going off right now, $KO $ED $XLV $SO $XLU... https://t.co/nyCDBYFt9E'",$JNJ,11/28/2018,0.230769231,0
"b""DON'T Fight The Donald\n$aapl $amzn $agn $brk $crm $cmg $dis $esrx $f $googl $hlf $iep $ibm $jnj $ko $pep $bhc $mnk... https://t.co/qFPe8R0jB0""",$JNJ,11/28/2018,-0.052631579,0
b'$JNJ beautiful. Love the cup and handle on daily too.',$JNJ,11/28/2018,0.333333333,0.166666667
b'Best part of $BIIB- beside Lupus mAB - they have 4 CNS mAbs All given via multi hour IVs that $HALO makes 3-5 min S... https://t.co/YLl1OZ0NTs',$JNJ,11/28/2018,0,0.0625
"b'-Corrupt companies, $GM &amp; $JNJ, engaged in illegal activity \n-Knowingly &amp; willingly ignored regulatory &amp; compliance... https://t.co/bfC58uvFWM'",$JNJ,11/28/2018,0.133333333,-0.333333333
b'2013 @JNJCares paid $4.4 billion to DOJ to settle civil &amp; criminal medical device hip fraud charges\n2016 $JNJ cuts... https://t.co/AhWXQGsxFR',$JNJ,11/28/2018,-0.0625,-0.125
b'$JNJ $XLV rotation working well today. Currently long $JNJ. $WMT another one that I might go long today over a close above 96.70s.',$JNJ,11/28/2018,0.0625,-0.0625
b'$CPB is Filling The June Gap W/Lots To Do Or The 52 Wk Low!\n$aapl $amzn $agn $brk $crm $cmg $dis $esrx $f $googl... https://t.co/owIJ5FZX6J',$JNJ,11/28/2018,0.066666667,0
b'#estate asset watch- price x volume leaders this morning - $AMZN $AAPL $CRM $AMD $MSFT $BABA $NVDA $NFLX $FB $BA... https://t.co/tTlWOl3aeU',$JNJ,11/28/2018,0.0625,0
b'Corrupt companies engaged in illegal activity will pathologically shift blame as to avoid accountability. $GM set t... https://t.co/S595SOoi1Q',$JNJ,11/28/2018,0.076923077,-0.230769231
b'1 #Workplace \n   #Layoffs are due to executive mismanagement linked to fraud\n2 #Corporate \n    #Restructuring is co... https://t.co/RK4TBmWAzA',$JNJ,11/28/2018,-0.1,-0.363636364
"b""FOUR 3'S For #Salesforce Fools!\n$aapl $amzn $agn $brk $crm $cmg $dis $esrx $f $googl $hlf $iep $ibm $jnj $ko $pep... https://t.co/kjBc9ZCM2z""",$JNJ,11/28/2018,0,0
b'$JNJ update. Watch 144.90 for another #Breakout or  https://t.co/VqMaCjae4t',$JNJ,11/28/2018,0,0
b'~15% To The $GM 52 Week Low!...\n$aapl $amzn $agn $brk $crm $cmg $dis $esrx $f $googl $hlf $iep $ibm $jnj $ko $pep... https://t.co/W4vO7bptmY',$JNJ,11/28/2018,0,0
b'RT @Briefingcom: $SPY $DIA $UNH $JNJ $MRK https://t.co/tezJl64xgN',$JNJ,11/28/2018,0,0
b'$SPY $DIA $UNH $JNJ $MRK https://t.co/tezJl64xgN',$JNJ,11/28/2018,0,0
b'$JNJ nice follow through',$JNJ,11/28/2018,0.333333333,0
"b'@warren_tt Last time I checked, $JNJ 144C sold for 0.05 was 1.40 \nAm I good or what'",$JNJ,11/28/2018,0.125,0.142857143
b'@warren_tt $JNJ $WMT moving higher',$JNJ,11/28/2018,0,0
"b'As Cemex Sab De Cv $CX Stock Rose, Holder Gramercy Funds Management Lowered Position; Tower Bridge Advisors Holds H... https://t.co/tcFyXDozo3'",$JNJ,11/28/2018,0.0625,0
b'Krensavage Asset Management Decreased Its Enanta Pharmaceuticals $ENTA Holding by $25.38 Million; Rwc Asset Managem... https://t.co/cxSctO9wZU',$JNJ,11/28/2018,0.153846154,0
b'@mmller113 A plus thats expected. Id love $BMY to grab the anti PD-1 target as $RHHBY grabbed anti PD-L1 with Tec... https://t.co/mGWgfxJ492',$JNJ,11/28/2018,-0.066666667,0
b'$JNJ Healthcare continuing its premarket bid into the open $XLV eventually seeing new all time highs in the ETF  #Elliottwave',$JNJ,11/28/2018,0.142857143,0
b'$AMZN $GOOGL $JNJ $KMB:\n\nNew Parents Complain Amazon Ads Are Deceptive:\n\nhttps://t.co/mrOH9qmtgx',$JNJ,11/28/2018,-0.125,-0.2
b'$JNJ +3$ from yesterday post at 141s https://t.co/Io5Wlp9c7q',$JNJ,11/28/2018,0,0
"b'#Salesforce Falls From High as Investors WAKE UP To Slowing Sales Growth, FCF Decline &amp; a Bubbled Valuation! \n$aapl... https://t.co/quUHmkE87E'",$JNJ,11/28/2018,-0.133333333,-0.133333333
b'markets #gapup #daytrading #marketprofile #futures $spx $nasdaq $es_f $nq_f $cl_f $GC_f $XOM $ibm $amzn $googl... https://t.co/g0WSIkIKV6',$JNJ,11/28/2018,0,0
"b'For those who went long $JNJ yesterday, what would be the appropriate stop loss now @AOTtrades'",$JNJ,11/28/2018,0,-0.222222222
b'Bowling Portfolio Management LLC Lowered Johnson &amp; Johnson $JNJ Holding by $3.23 Million - https://t.co/nBlZtmDTBR',$JNJ,11/28/2018,0,0
"b'As Johnson &amp; Johnson $JNJ Shares Rose, Bowling Portfolio Management LLC Trimmed Holding by $3.23 Million - https://t.co/5lyP2W8TK8'",$JNJ,11/28/2018,0.133333333,0
"b'As Johnson &amp; Johnson $JNJ Stock Value Rose, Bowling Portfolio Management LLC Has Lowered Its Position https://t.co/fBv6Lt8H1N'",$JNJ,11/28/2018,0.133333333,0.071428571
b'Johnson &amp; Johnson $JNJ Stock Price Rose While Bowling Portfolio Management LLC Cut Position by $3.23 Million - https://t.co/bKVQYxV89A',$JNJ,11/28/2018,0.066666667,0
b'Johnson &amp; Johnson $JNJ Share Price Rose While Bowling Portfolio Management LLC Decreased Stake by $3.23 Million https://t.co/g6xqfgizbJ',$JNJ,11/28/2018,0.066666667,0
b'Johnson &amp; Johnson $JNJ Upgraded by Zacks Investment Research to Buy https://t.co/rothonUFae',$JNJ,11/28/2018,0.2,0
"b'Johnson &amp; Johnson $JNJ EVP Sells $4,408,139.78 in Stock https://t.co/QPzLmkrAQF'",$JNJ,11/28/2018,0,0
b'#Salesforce 26% Revenue Growth Generates Reduced FCF!\n$aapl $amzn $agn $brk $crm $cmg $dis $esrx $f $googl $hlf... https://t.co/qvdDaKYRu1',$JNJ,11/28/2018,0.0625,0
"b'Once Desperate, PANIC Begins Hitting #Allergan\n$aapl $amzn $agn $brk $crm $cmg $dis $esrx $f $googl $hlf $iep $ibm... https://t.co/4rrartHKFk'",$JNJ,11/28/2018,-0.111111111,-0.055555556
b'Who Pays This Multiple? Not Me!!\n\n$aapl $amzn $agn $brk $crm $cmg $dis $esrx $f $googl $hlf $iep $ibm $jnj $ko $pep... https://t.co/BDMFTUUgrD',$JNJ,11/28/2018,0.055555556,0
"b'Horan Capital Management Lowered Johnson &amp; Johnson $JNJ Holding by $300,201 as Share Price Rose; Heico Class A... https://t.co/l9U3ibpQrK'",$JNJ,11/28/2018,0.066666667,0
"b'Morning Most Tweeted Big Caps, check out Gambiste Top 10: $CGC $GE $ES $GS $GM $ET $BHP $BABA $T $JNJ https://t.co/k3uyuEtshh'",$JNJ,11/28/2018,0,0
b'$JNJ:\n\nTime magazine names Tampa Bay-based invention among the best ...:\n\nhttps://t.co/nEGAh7xPgr',$JNJ,11/28/2018,0.111111111,0.2
"b""#Salesforce Is Selling at ~4X The IT Industry's EV/EBITDA! \n$aapl $amzn $agn $brk $crm $cmg $dis $esrx $f $googl... https://t.co/AE8t8okz9K""",$JNJ,11/28/2018,0.071428571,0
b'#JohnsonandJohnson to Participate in the BMO Prescriptions for Success #HealthcareConference $JNJ https://t.co/F8eq3YkVPY',$JNJ,11/28/2018,0.125,0.125
b'Short sale volume (not short interest) for $HOLX on 2018-11-27 is 61%. https://t.co/cDoCZ4XFlo $JNJ 40% $GE 39% $BDX 52% $BSX 33%',$JNJ,11/28/2018,0,0
b'price x volume leaders Tuesday - $AMZN $AAPL $NFLX $NVDA $MSFT $AMD $BABA $TSLA $FB $UTX $GOOGL $GOOG $ORCL $INTC... https://t.co/o2ewW4EM5j',$JNJ,11/28/2018,0,0
b'Johnson &amp; Johnson $JNJ Downgraded by Zacks Investment Research to Hold https://t.co/ZB1AfqJcr2',$JNJ,11/28/2018,0,-0.1
b'Johnson &amp; Johnson $JNJ Rating Lowered to Hold at Zacks Investment Research https://t.co/EJtM5MvTqG',$JNJ,11/28/2018,-0.090909091,0
b'RT @StockTweetsHQ: NEW_Fancy Meeting You Here_OpGen $OPGN And Johnson &amp; Johnson $JNJ Strike Deal On Sidelines Of DAWSON JAMES Growth Confer...',$JNJ,11/28/2018,0.058823529,0
"b'RT @REALITYofJNJ: .@Vanguard_Group @Fidelity\nCheck this out, $JNJ #DePuy has to pay UK NHS for harm by their crappy, toxic, defective harmf...'",$JNJ,11/28/2018,-0.076923077,-0.153846154
"b'Johnson &amp; Johnson EVP Michael Sneed Sells $4,408,139.78 in $JNJ https://t.co/qDQ6qSnOEs'",$JNJ,11/28/2018,0,0
b'Short sale vol (not short interest) for $OPK on 2018-11-27 is 67%. https://t.co/hI6J1XSVaX $JNJ 40% $LH 29% $TEVA 76% $TSRO 57%',$JNJ,11/28/2018,0,0
b'RT @StockTweetsHQ: NEW_Set The Standard_Johnson &amp; Johnson $JNJ Looks To Expand Opiate Elimination Portfolio With BioElectronics $BIEL ActiP...',$JNJ,11/28/2018,-0.066666667,0
b'Traders Sell Shares of Johnson &amp; Johnson $JNJ on Strength Following Insider Selling https://t.co/THqyJDnvlQ',$JNJ,11/28/2018,0.083333333,0.083333333
b'$CVS $WBA $JNJ $ABC https://t.co/M9dzwC3JCQ',$JNJ,11/28/2018,0,0
b'BREAKING: Johnson &amp; Johnson $JNJ Research And Development Team Now Working With Terra Tech Corp $TRTC On New Strain... https://t.co/APooZmw99K',$JNJ,11/28/2018,-0.058823529,-0.058823529
"b""$JNJ pays Acclarent's legal, fixed that for you, @ReutersLegal.\n#Retaliation #TheSociopathicBusinessModel... https://t.co/UgxskehYo0""",$JNJ,11/28/2018,0.125,-0.111111111
b'Investors Sell Johnson &amp; Johnson $JNJ on Strength Following Insider Selling https://t.co/96vi6CeNzO',$JNJ,11/28/2018,0,0.090909091
"b'Night Most Tweeted Big Caps, check out Gambiste Top 10: $CGC $ES $BHP $GM $BABA $JNJ $JPM https://t.co/k3uyuEbRpJ'",$JNJ,11/28/2018,0,0
b'#nice day $GOOGL $FB $JPM $C $BAC $WFC $AAPL $PM $PG $GE $HON $JNJ $CSCO $MSFT $INTC $TWTR $TSLA $V $DIS $UNH $VZ... https://t.co/T17PkSUroQ',$JNJ,11/28/2018,0,0
b'$JNJ is in Bullish Engulfing winning 63.41% in the past. https://t.co/lM7zXgBEXX',$JNJ,11/28/2018,-0.166666667,0.166666667
b'RT @StockTweetsHQ: NEW_Eat Your Heart Out_Liquidmetal Technologies $LQMT To Receive Significant Milestone Payment Schedule From Applied Med...',$JNJ,11/28/2018,0.142857143,0
b'RT @StockTweetsHQ: NEW_Updated_Johnson &amp; Johnson $JNJ Research And Development Team Now Working With Terra Tech Corp $TRTC On New Strain Of...',$JNJ,11/28/2018,-0.058823529,-0.0625
b'$JNJ Fludder kicker Signal',$JNJ,11/28/2018,0,0
b'Do you know that #Book Value for $JNJ is $24.09 https://t.co/0hPVde7EPs',$JNJ,11/28/2018,0.333333333,-0.2
b'Wondering about #sentiment indicator for $JNJ? The Short Ratio is 1.97% https://t.co/U6UyzIexlC',$JNJ,11/28/2018,0,0
"b'Johnson &amp; Johnson $JNJ EVP Sells $4,408,139.78 in Stock https://t.co/wecInpyKZ9 #stocks'",$JNJ,11/28/2018,0,0
"b'Michael E. Sneed Sells 30,943 Shares of Johnson &amp; Johnson $JNJ Stock https://t.co/vFAP8WGyJe'",$JNJ,11/28/2018,0.1,0
"b'Johnson &amp; Johnson $JNJ EVP Sells $4,408,139.78 in Stock https://t.co/SpriyQFn6u'",$JNJ,11/28/2018,0,0
b'Halozyme redesign dents confidence as rival readouts loom - https://t.co/z2nrjZWegv via @ByAmyBrown... https://t.co/d9wKsMjVlD',$JNJ,11/28/2018,-0.181818182,0.090909091
"b'RT @MelaynaLokosky: I love that people are rightfully up in arms over the China baby editing gene; but, simultaneously fail to recognize th...'",$JNJ,11/28/2018,0.076923077,-0.076923077
"b'Live when people do #Twitter #DriveBys stating their opinion as fact; and, when asked to refute their unsupported c... https://t.co/7eRXI9tkqh'",$JNJ,11/28/2018,0,0
"b""#TheSociopathicBusinessModel #FraudFormula Case Studies done say differently.  Your opinion doesn't negate facts or... https://t.co/kP2ppYugf9""",$JNJ,11/28/2018,-0.333333333,-0.083333333
b'#Options #maxpain chart for $JNJ. Free options app https://t.co/wPNDm22czd https://t.co/qponTnUjYL',$JNJ,11/28/2018,0.222222222,0
"b'$JNJ had a stellar day, up 1.31%. Smooth sailing ahead. #winning https://t.co/8PkaQx8Gvn'",$JNJ,11/28/2018,0,0.25
b'#MadMoneyEspresso\n$JNJ$CLX$PEP$PG$KO$VZ$AAPL\n$CRM\n$CGC\n$MDB\n$WELL\n$ADI\n$IRDM\n$HBAN\n$C\n$JPM\n$G... https://t.co/5o0Q7BB6tq',$JNJ,11/28/2018,0,0
"b'RT @MelaynaLokosky: @Reuters @jruwitch I love that people are rightfully up in arms over the China baby editing gene; but, simultaneously f...'",$JNJ,11/28/2018,0.153846154,0
b'Watchlist for 11-28-18: $CMG $AMD $JNJ $MSFT #stockstowatch #stocks #Options #StocksInNews https://t.co/fwk3Z1MpdW',$JNJ,11/28/2018,0.1,0
"b'RT @MelaynaLokosky: @TheAPJournalist Agree, people are rightfully up in arms over the China baby editing gene; but, simultaneously fail to...'",$JNJ,11/28/2018,0,-0.083333333
"b'Insider alert: EVP, Global Corp Aff &amp; COO Sneed Michael E of $JNJ bought 30,943 shares @ $1,804,905.19'",$JNJ,11/28/2018,0.153846154,-0.076923077
b'$AAPL $JNJ $CLX $PEP $VZ $CRM:\n\nWhen Will the Pain End?: Cramers Mad Money Recap (Tuesday 11/27/18):\n\nhttps://t.co/tt9yVIAWlh',$JNJ,11/28/2018,-0.071428571,-0.071428571
"b'$JNJ:\n\nNew Insider Filing on\n\nEVP, Global Corp Aff &amp; COO\n\nMICHAEL E SNEED:\n\nhttps://t.co/VYGJr6mV9m'",$JNJ,11/28/2018,0,0
b'$JNJ New SEC Document(s) for Johnson &amp; Johnson\nFrom our Stock News Alerts App',$JNJ,11/28/2018,0.090909091,-0.090909091
b'$JNJ Johnson &amp; Johnson SEC Filing: Form 3/A https://t.co/i3alhjGQcd',$JNJ,11/28/2018,0,0
"b'Johnson &amp; Johnson Sold a Vaginal Mesh Implant Despite Health Warnings, Without FDA Clearance... https://t.co/UL3tEaaOPu'",$JNJ,11/27/2018,0.142857143,0
b'$JNJ I.V. in the ATM 30-Nov-18 Jumps +3.8% to 15.8. Options Imply a Move of 1.4% with 3 Days to Exp https://t.co/Gtr4pV3R6s',$JNJ,11/27/2018,0.1,0
"b'Tuesday was the 3rd green day in a row for $JNJ, gaining 1.46%.'",$JNJ,11/27/2018,0.166666667,0.166666667
"b'RT @REALITYofJNJ: .@Vanguard_Group @Fidelity\nCheck this out, $JNJ #DePuy has to pay UK NHS for harm by their crappy, toxic, defective harmf...'",$JNJ,11/27/2018,-0.076923077,-0.153846154
b'$DIS $MMM $MCK $JNJ $K $ACN $ADI $ALXN $AMGN $FIS $AAPL $AGN $BA $GILD what was your $ba Trade? https://t.co/or3EOJnwvL',$JNJ,11/27/2018,0,0
"b""It's The #Allergan Culture Driven By The TONE at The TOP!\n\n$aapl $amzn $agn $brk $crm $cmg $dis $esrx $f $googl... https://t.co/UjQRBmqjQw""",$JNJ,11/27/2018,0,0
b'WHEN Will #Allergan BOD Act &amp; OUST?\n$aapl $amzn $agn $brk $crm $cmg $dis $esrx $f $googl $hlf $iep $ibm $jnj $ko... https://t.co/NsdrXefGcF',$JNJ,11/27/2018,0.05,-0.047619048
b'Desperation Turns To PANIC At #Allergan \n$aapl $amzn $agn $brk $crm $cmg $dis $esrx $f $googl $hlf $iep $ibm $jnj... https://t.co/8MrB3F5fyi',$JNJ,11/27/2018,-0.111111111,-0.055555556
b'Scan results - Bullish Engulfing today: $HCC $GILD $SO $CBOE $JNJ $AEE $KHC $EAT ... https://t.co/mg3kpwDyvc',$JNJ,11/27/2018,-0.076923077,0
"b""RT @IBD_AGatlin: Why Celgene's blockbuster cancer treatment looks safe -- for now $CELG $JNJ $AMGN https://t.co/YrcheB8ps4""",$JNJ,11/27/2018,0,0
b'RT @StockTweetsHQ: NEW_Eat Your Heart Out_Liquidmetal Technologies $LQMT To Receive Significant Milestone Payment Schedule From Applied Med...',$JNJ,11/27/2018,0.142857143,0
b'RT @StockTweetsHQ: NEW_Updated_Johnson &amp; Johnson $JNJ Research And Development Team Now Working With Terra Tech Corp $TRTC On New Strain Of...',$JNJ,11/27/2018,-0.058823529,-0.0625
b'RT @Couzin_Vinny: $VZ setting @marketsmith alerts on positions $VZ $KO $JNJ https://t.co/kvB5OX842Q  need #volume now @IBDinvestors @Invest...',$JNJ,11/27/2018,0.076923077,0
"b""$GM Cash From Ops Is in Decline!! W/O Subsidies It's Likely Over For Common! \n$aapl $amzn $agn $brk $crm $cmg $dis... https://t.co/P0xdAet1D1""",$JNJ,11/27/2018,0.071428571,-0.076923077
b'Was a good day to add back to defense &gt; $KO $CLX $JNJ $VZ $CVS $O $PEP &lt; $IWM $SPY',$JNJ,11/27/2018,0.166666667,0
b'Long $JNJ C146 Dic 7 @ .43',$JNJ,11/27/2018,0,0
"b""Today's million dollar PUT #options trade:\n$AAPL $AMZN $SONO $ADS $HUN $JNJ $SQ $AZN $MU $BABA $GOOG $NFLX $BKNG... https://t.co/h34hPTANUK""",$JNJ,11/27/2018,0.0625,0
b'My winning trades today were $DIS $MMM $MCK $JNJ $K $ACN $ADI $ALXN $AMGN $FIS   My losing trades today were $AAPL $AGN $BA $GILD',$JNJ,11/27/2018,-0.052631579,0
b'SELlL $GM With No Subsidies! BK Looks! $aapl $amzn $agn $brk $crm $cmg $dis $esrx $f $googl $hlf $iep $ibm $jnj $ko... https://t.co/zaSmQHqcee',$JNJ,11/27/2018,0.058823529,0
b'$JNJ 144C\nGave up this morning $0.05\n$0.66-0.71 right now.\nSMH',$JNJ,11/27/2018,0.2,0
b'$JNJ impressive reversal today (50d) - love trading this one when it setups up like it did again today. #consistent... https://t.co/HLrTuAAGnr',$JNJ,11/27/2018,0.333333333,0.083333333
b'Closing my $JNJ position of 1200 shares that was opened Nov 26 for a 1.61% gain.',$JNJ,11/27/2018,0.571428571,0.142857143
b'#estate asset watch - price x volume leaders today - $AMZN $AAPL $NFLX $NVDA $MSFT $AMD $BABA $TSLA $FB $UTX $GOOGL... https://t.co/gWLcJIN6GR',$JNJ,11/27/2018,0.055555556,0
"b"".@blackrock @StateStreet\nPsst... didn't $JNJ #CEO #Gorsky just trade in over $38 million of his stocks? Hm... wonde... https://t.co/G7CgMcmGuB""",$JNJ,11/27/2018,0.083333333,0
"b'.@blackrock @StateStreet\nThe KNOWN bad $JNJ #DePuy metal-on-metal hips literally cause agonizing pain, deterioratin... https://t.co/4rekJZIZQK'",$JNJ,11/27/2018,-0.214285714,-0.071428571
b'.@blackrock @StateStreet\nI have a grand idea ;o) HOW ABOUT $JNJ #DEPUY REIMBURSE UNITED STATES HEALTHCARE SYSTEM FO... https://t.co/u56diKDH9K',$JNJ,11/27/2018,0.166666667,0
b'.@blackrock @StateStreet\nInfo hidden from $JNJ #shareholders is exactly how much they are compensating UK for harm... https://t.co/BrRCZ1Prhg',$JNJ,11/27/2018,0.1,0
"b'.@blackrock @StateStreet\nCheck this out, $JNJ #DePuy has to pay UK NHS for harm by their crappy, toxic, defective h... https://t.co/eWTRtkyup4'",$JNJ,11/27/2018,-0.090909091,-0.166666667
"b"".@Vanguard_Group @Fidelity\nPsst... didn't $JNJ #CEO #Gorsky just trade in over $36 million of his stocks? Hm... won... https://t.co/j7mB6Nj0Tk""",$JNJ,11/27/2018,0.083333333,0
b'Short sale vol (not short interest) for $CPRX on 2018-11-26 is 64%. https://t.co/98fO0eTJ77 $JNJ 42% $BMRN 49% $ACOR 56% $ABT 51%',$JNJ,11/27/2018,0,0
b'@AOTtrades Sold $jnj now...its a big winner for me today',$JNJ,11/27/2018,0,0.142857143
b'Call trades with high probabiity to look at right now $MDLZ $SPY $SHY $IYR $MRK $DIS $VZ $ED $JNJ $KO $PG $XLV $XLU... https://t.co/61p96rwYtv',$JNJ,11/27/2018,0.058823529,0
"b'.@Vanguard_Group @Fidelity\nThe KNOWN bad $JNJ #DePuy metal-on-metal hips literally cause agonizing pain, deteriorat... https://t.co/phWfO131py'",$JNJ,11/27/2018,-0.214285714,-0.071428571
b'.@Vanguard_Group @Fidelity\nI have a grand idea ;o) HOW ABOUT $JNJ #DEPUY REIMBURSE UNITED STATES HEALTHCARE SYSTEM... https://t.co/0lhIVOV6eY',$JNJ,11/27/2018,0.166666667,0
b'.@Vanguard_Group @Fidelity\nInfo being hidden from $JNJ #shareholders is how much they are dumping out for UK compen... https://t.co/41rpcGoIAE',$JNJ,11/27/2018,-0.111111111,0
"b""RT @MelaynaLokosky: #SerialKillerCEO $JNJ Alex Gorsky is linked to more deaths that most U.S. serial killers. He's not #EmbracingSustainabi...""",$JNJ,11/27/2018,-0.166666667,0
"b'.@Vanguard_Group @Fidelity\nCheck this out, $JNJ #DePuy has to pay UK NHS for harm by their crappy, toxic, defective... https://t.co/2vdwoy0jP1'",$JNJ,11/27/2018,-0.090909091,-0.083333333
b'$GSK $JNJ:\n\nGlaxoSmithKline and J&amp;Js HIV Drug Juluca Received Approval In ...:\n\nhttps://t.co/pELAkfCDMK',$JNJ,11/27/2018,0.111111111,0
b'$JNJ tagged the 50d and reversed. (+ $1.79) Consistent winner https://t.co/i3nHXtnDT2',$JNJ,11/27/2018,0.166666667,0.166666667
b'$VZ setting @marketsmith alerts on positions $VZ $KO $JNJ https://t.co/kvB5OX842Q  need #volume now @IBDinvestors... https://t.co/oRLYCHb63B',$JNJ,11/27/2018,0.083333333,0
"b""#SerialKillerCEO $JNJ Alex Gorsky is linked to more deaths that most U.S. serial killers. He's not... https://t.co/shFJXcVpTC""",$JNJ,11/27/2018,-0.2,0
b'@TraderAmogh $JNJ ready now',$JNJ,11/27/2018,0,0
b'Outside Day today: $PCTY $ALDX $THQ $ALXN $CWCO $DDM $NETE $HCA $DXD $JNJ $DIA $EIDO $BOX ... https://t.co/Ya1wmaeD73',$JNJ,11/27/2018,-0.058823529,0
b'Watch $JNJ at 142 https://t.co/j0fSAyBw0W',$JNJ,11/27/2018,0,0
b'$JNJ worth an eyeball here nice response off 50dma and over yday high',$JNJ,11/27/2018,0.375,0
b'9 Stocks That Dominate Your 401(k) https://t.co/Jdb12GQEN7 $AAPL $MSFT $GOOG $GOOGL $AMZN $XOM $JNJ $JPM $FB $BRK.A $BRK.B',$JNJ,11/27/2018,0,0
"b""RT @MelaynaLokosky: @bleedingedgedoc @US_FDA Medical devices should NOT be beta tested in human beings. Won't change until DOJ goes after t...""",$JNJ,11/27/2018,0.076923077,0
"b""RT @MelaynaLokosky: Medical devices should NEVER be beta tested in human beings. This won't change until DOJ goes after the venture capital...""",$JNJ,11/27/2018,0.071428571,0
"b'@TheAPJournalist Agree, people are rightfully up in arms over the China baby editing gene; but, simultaneously fail... https://t.co/TwofezdN5U'",$JNJ,11/27/2018,0,0
"b'@Reuters @jruwitch I love that people are rightfully up in arms over the China baby editing gene; but, simultaneous... https://t.co/NzTbPwcbxG'",$JNJ,11/27/2018,0.166666667,0
